fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,color
0.071,0.43,0.17,0.018000000000000002,0.082,0.27,0.51,0.99634,0.0349,0.64,0.10400000000000001,5,Red
0.09300000000000001,0.49,0.36,0.017,0.081,0.03,0.14,0.99702,0.0327,0.78,0.109,6,Red
0.09300000000000001,0.5,0.36,0.018000000000000002,0.084,0.06,0.17,0.99704,0.0327,0.77,0.10800000000000001,6,Red
0.071,0.43,0.17,0.018000000000000002,0.082,0.27,0.51,0.99634,0.0349,0.64,0.10400000000000001,5,Red
0.085,0.46,0.59,0.013999999999999999,0.414,0.16,0.45,0.99702,0.030299999999999997,1.34,0.092,5,Red
0.055999999999999994,0.605,0.05,0.024,0.073,0.19,0.25,0.99258,0.0356,0.55,0.129,5,Red
0.083,0.33,0.42,0.023,0.07,0.09,0.2,0.99426,0.0338,0.77,0.127,7,Red
0.08199999999999999,0.64,0.27,0.02,0.095,0.05,0.77,0.99747,0.0313,0.62,0.091,6,Red
0.08199999999999999,0.64,0.27,0.02,0.095,0.05,0.77,0.99747,0.0313,0.62,0.091,6,Red
0.08900000000000001,0.48,0.53,0.04,0.101,0.03,0.1,0.99586,0.0321,0.59,0.121,7,Red
0.076,0.42,0.25,0.039,0.104,0.28,0.9,0.99784,0.0315,0.57,0.091,5,Red
0.099,0.53,0.57,0.024,0.093,0.3,0.52,0.9971,0.0319,0.76,0.11599999999999999,7,Red
0.08900000000000001,0.48,0.53,0.04,0.101,0.03,0.1,0.99586,0.0321,0.59,0.121,7,Red
0.11599999999999999,0.23,0.57,0.018000000000000002,0.074,0.03,0.08,0.9981,0.031400000000000004,0.7,0.099,6,Red
0.091,0.4,0.5,0.018000000000000002,0.071,0.07,0.16,0.99462,0.0321,0.69,0.125,8,Red
0.08,0.38,0.44,0.019,0.098,0.06,0.15,0.9956,0.033,0.64,0.114,6,Red
0.102,0.29,0.65,0.024,0.075,0.06,0.17,0.99565,0.0322,0.63,0.11800000000000001,6,Red
0.08199999999999999,0.74,0.09,0.02,0.067,0.05,0.1,0.99418,0.032799999999999996,0.57,0.11800000000000001,6,Red
0.077,0.61,0.18,0.024,0.083,0.06,0.2,0.9963,0.0329,0.6,0.102,6,Red
0.066,0.52,0.08,0.024,0.07,0.13,0.26,0.99358,0.034,0.72,0.125,7,Red
0.111,0.31,0.53,0.022000000000000002,0.06,0.03,0.1,0.99572,0.0302,0.83,0.109,7,Red
0.111,0.31,0.53,0.022000000000000002,0.06,0.03,0.1,0.99572,0.0302,0.83,0.109,7,Red
0.08,0.62,0.35,0.027999999999999997,0.086,0.28,0.52,0.997,0.0331,0.62,0.10800000000000001,5,Red
0.09300000000000001,0.33,0.45,0.015,0.057,0.19,0.37,0.99498,0.0318,0.89,0.111,7,Red
0.075,0.77,0.2,0.081,0.098,0.3,0.92,0.99892,0.032,0.58,0.092,5,Red
0.07200000000000001,0.35,0.26,0.018000000000000002,0.083,0.33,0.75,0.9968,0.034,0.58,0.095,6,Red
0.08,0.62,0.33,0.027000000000000003,0.088,0.16,0.37,0.9972,0.0331,0.58,0.107,6,Red
0.075,0.77,0.2,0.081,0.098,0.3,0.92,0.99892,0.032,0.58,0.092,5,Red
0.091,0.25,0.34,0.02,0.071,0.45,0.67,0.99769,0.0344,0.86,0.102,7,Red
0.099,0.32,0.56,0.02,0.073,0.03,0.08,0.99534,0.0315,0.73,0.114,6,Red
0.086,0.37,0.65,0.064,0.08,0.03,0.08,0.99817,0.0327,0.58,0.11,5,Red
0.086,0.37,0.65,0.064,0.08,0.03,0.08,0.99817,0.0327,0.58,0.11,5,Red
0.079,0.3,0.68,0.083,0.05,0.375,2.78,0.99316,0.0301,0.51,0.12300000000000001,7,Red
0.10300000000000001,0.27,0.56,0.013999999999999999,0.047,0.03,0.08,0.99471,0.0316,0.51,0.11800000000000001,6,Red
0.079,0.3,0.68,0.083,0.05,0.375,2.89,0.99316,0.0301,0.51,0.12300000000000001,7,Red
0.07200000000000001,0.38,0.3,0.018000000000000002,0.073,0.31,0.7,0.99685,0.0342,0.59,0.095,6,Red
0.087,0.42,0.45,0.024,0.072,0.32,0.59,0.99617,0.0333,0.77,0.12,6,Red
0.07200000000000001,0.38,0.3,0.018000000000000002,0.073,0.31,0.7,0.99685,0.0342,0.59,0.095,6,Red
0.068,0.48,0.08,0.018000000000000002,0.074,0.4,0.64,0.99529,0.031200000000000002,0.49,0.096,5,Red
0.085,0.34,0.4,0.047,0.055,0.03,0.09,0.99738,0.0338,0.66,0.11599999999999999,7,Red
0.079,0.19,0.42,0.016,0.057,0.18,0.3,0.994,0.0329,0.69,0.11199999999999999,6,Red
0.11599999999999999,0.41,0.54,0.015,0.095,0.22,0.41,0.99735,0.0302,0.76,0.099,7,Red
0.11599999999999999,0.41,0.54,0.015,0.095,0.22,0.41,0.99735,0.0302,0.76,0.099,7,Red
0.1,0.26,0.54,0.019,0.083,0.42,0.74,0.99451,0.0298,0.63,0.11800000000000001,8,Red
0.079,0.34,0.42,0.02,0.086,0.08,0.19,0.99546,0.0335,0.6,0.114,6,Red
0.07,0.54,0.09,0.02,0.081,0.1,0.16,0.99479,0.034300000000000004,0.59,0.115,6,Red
0.092,0.31,0.36,0.022000000000000002,0.079,0.11,0.31,0.99615,0.0333,0.86,0.12,7,Red
0.066,0.725,0.09,0.055,0.117,0.09,0.17,0.99655,0.0335,0.49,0.10800000000000001,6,Red
0.094,0.4,0.47,0.025,0.087,0.06,0.2,0.99772,0.0315,0.5,0.105,5,Red
0.066,0.725,0.09,0.055,0.117,0.09,0.17,0.99655,0.0335,0.49,0.10800000000000001,6,Red
0.086,0.52,0.38,0.015,0.096,0.05,0.18,0.99666,0.032,0.52,0.094,5,Red
0.08,0.31,0.45,0.021,0.216,0.05,0.16,0.99358,0.0315,0.81,0.125,7,Red
0.086,0.52,0.38,0.015,0.096,0.05,0.18,0.99666,0.032,0.52,0.094,5,Red
0.084,0.34,0.42,0.021,0.072,0.23,0.36,0.99392,0.0311,0.78,0.124,6,Red
0.07400000000000001,0.49,0.27,0.021,0.071,0.14,0.25,0.99388,0.0335,0.63,0.12,6,Red
0.061,0.48,0.09,0.017,0.078,0.18,0.3,0.99402,0.0345,0.54,0.11199999999999999,6,Red
0.07400000000000001,0.49,0.27,0.021,0.071,0.14,0.25,0.99388,0.0335,0.63,0.12,6,Red
0.08,0.48,0.34,0.022000000000000002,0.073,0.16,0.25,0.9936,0.032799999999999996,0.66,0.124,6,Red
0.063,0.57,0.28,0.021,0.048,0.13,0.49,0.99374,0.0341,0.6,0.128,5,Red
0.08199999999999999,0.23,0.42,0.019,0.069,0.09,0.17,0.99376,0.0321,0.54,0.12300000000000001,6,Red
0.091,0.3,0.41,0.02,0.068,0.1,0.24,0.99523,0.0327,0.85,0.11699999999999999,7,Red
0.081,0.78,0.1,0.033,0.09,0.04,0.13,0.99855,0.0336,0.49,0.095,5,Red
0.10800000000000001,0.47,0.43,0.021,0.171,0.27,0.66,0.9982,0.0317,0.76,0.10800000000000001,6,Red
0.083,0.53,0,0.013999999999999999,0.07,0.06,0.14,0.99593,0.0325,0.64,0.1,6,Red
0.054000000000000006,0.42,0.27,0.02,0.092,0.23,0.55,0.99471,0.0378,0.64,0.12300000000000001,7,Red
0.079,0.33,0.41,0.015,0.056,0.06,0.35,0.99396,0.0329,0.71,0.11,6,Red
0.08900000000000001,0.24,0.39,0.016,0.074,0.03,0.1,0.99698,0.031200000000000002,0.59,0.095,6,Red
0.05,0.4,0.5,0.043,0.046,0.29,0.8,0.9902,0.0349,0.66,0.136,6,Red
0.07,0.69,0.07,0.025,0.091,0.15,0.21,0.99572,0.0338,0.6,0.113,6,Red
0.07,0.69,0.07,0.025,0.091,0.15,0.21,0.99572,0.0338,0.6,0.113,6,Red
0.07,0.69,0.07,0.025,0.091,0.15,0.21,0.99572,0.0338,0.6,0.113,6,Red
0.071,0.39,0.12,0.021,0.065,0.14,0.24,0.99252,0.033,0.53,0.133,6,Red
0.055999999999999994,0.66,0,0.025,0.066,0.07,0.15,0.99256,0.0352,0.58,0.129,5,Red
0.079,0.54,0.34,0.025,0.076,0.08,0.17,0.99235,0.032,0.72,0.131,8,Red
0.066,0.5,0,0.018000000000000002,0.062,0.21,0.28,0.99352,0.0344,0.55,0.12300000000000001,6,Red
0.063,0.47,0,0.013999999999999999,0.055,0.27,0.33,0.9922,0.0345,0.48,0.12300000000000001,6,Red
0.107,0.4,0.37,0.019,0.081,0.17,0.29,0.99674,0.031200000000000002,0.65,0.11199999999999999,6,Red
0.065,0.58,0,0.022000000000000002,0.096,0.03,0.13,0.99557,0.0362,0.62,0.115,4,Red
0.08800000000000001,0.24,0.35,0.017,0.055,0.13,0.27,0.99394,0.031400000000000004,0.59,0.113,7,Red
0.057999999999999996,0.29,0.26,0.017,0.063,0.03,0.11,0.9915,0.0339,0.54,0.135,6,Red
0.063,0.76,0,0.028999999999999998,0.072,0.26,0.52,0.99379,0.0351,0.6,0.115,6,Red
0.1,0.43,0.33,0.027000000000000003,0.095,0.28,0.89,0.9984,0.0322,0.68,0.1,5,Red
0.105,0.43,0.35,0.033,0.092,0.24,0.7,0.99798,0.0321,0.69,0.105,6,Red
0.091,0.6,0,0.019,0.058,0.05,0.1,0.9977,0.0318,0.63,0.10400000000000001,6,Red
0.059000000000000004,0.19,0.21,0.017,0.045,0.57,1.35,0.99341,0.0332,0.44,0.095,5,Red
0.07400000000000001,0.36,0.34,0.018000000000000002,0.075,0.18,0.38,0.9933,0.0338,0.88,0.136,7,Red
0.07200000000000001,0.48,0.07,0.055,0.089,0.1,0.18,0.99684,0.0337,0.68,0.11199999999999999,7,Red
0.085,0.28,0.35,0.017,0.061,0.06,0.15,0.99524,0.033,0.74,0.11800000000000001,7,Red
0.08,0.25,0.43,0.017,0.067,0.22,0.5,0.9946,0.0338,0.6,0.11900000000000001,6,Red
0.10400000000000001,0.52,0.45,0.02,0.08,0.06,0.13,0.99774,0.0322,0.76,0.114,6,Red
0.10400000000000001,0.52,0.45,0.02,0.08,0.06,0.13,0.99774,0.0322,0.76,0.114,6,Red
0.075,0.41,0.15,0.037000000000000005,0.104,0.29,0.94,0.99786,0.031400000000000004,0.58,0.091,5,Red
0.08199999999999999,0.51,0.24,0.02,0.079,0.16,0.86,0.99764,0.0334,0.64,0.095,6,Red
0.073,0.4,0.3,0.017,0.08,0.33,0.79,0.9969,0.0341,0.65,0.095,6,Red
0.08199999999999999,0.38,0.32,0.025,0.08,0.24,0.71,0.99624,0.0327,0.85,0.11,6,Red
0.069,0.45,0.11,0.024,0.043,0.06,0.12,0.99354,0.033,0.65,0.114,6,Red
0.07,0.22,0.3,0.018000000000000002,0.065,0.16,0.2,0.99672,0.0361,0.82,0.1,6,Red
0.073,0.32,0.23,0.023,0.066,0.35,0.7,0.99588,0.034300000000000004,0.62,0.10099999999999999,5,Red
0.08199999999999999,0.2,0.43,0.025,0.076,0.31,0.51,0.99672,0.0353,0.81,0.10400000000000001,6,Red
0.078,0.5,0.12,0.018000000000000002,0.178,0.06,0.21,0.996,0.032799999999999996,0.87,0.098,6,Red
0.1,0.41,0.45,0.062,0.071,0.06,0.14,0.99702,0.0321,0.49,0.11800000000000001,7,Red
0.078,0.39,0.42,0.02,0.086,0.09,0.21,0.99526,0.0339,0.66,0.11599999999999999,6,Red
0.1,0.35,0.47,0.02,0.061,0.06,0.11,0.99585,0.0323,0.52,0.12,6,Red
0.08199999999999999,0.33,0.32,0.027999999999999997,0.067,0.04,0.12,0.99473,0.033,0.76,0.128,7,Red
0.061,0.58,0.23,0.025,0.044,0.16,0.7,0.99352,0.0346,0.65,0.125,6,Red
0.083,0.6,0.25,0.022000000000000002,0.118,0.09,0.38,0.99616,0.0315,0.53,0.098,5,Red
0.096,0.42,0.35,0.021,0.083,0.17,0.38,0.99622,0.0323,0.66,0.111,6,Red
0.066,0.58,0,0.022000000000000002,0.1,0.5,0.63,0.99544,0.0359,0.68,0.114,6,Red
0.083,0.6,0.25,0.022000000000000002,0.118,0.09,0.38,0.99616,0.0315,0.53,0.098,5,Red
0.085,0.18,0.51,0.0175,0.071,0.45,0.88,0.99524,0.0333,0.76,0.11800000000000001,7,Red
0.051,0.51,0.18,0.021,0.042,0.16,1.01,0.9924,0.0346,0.87,0.129,7,Red
0.067,0.41,0.43,0.027999999999999997,0.076,0.22,0.54,0.99572,0.0342,1.16,0.106,6,Red
0.102,0.41,0.43,0.022000000000000002,0.11,0.11,0.37,0.99728000000000006,0.0316,0.67,0.10800000000000001,5,Red
0.106,0.36,0.57,0.023,0.087,0.06,0.2,0.99676,0.031400000000000004,0.72,0.111,7,Red
0.08800000000000001,0.45,0.43,0.013999999999999999,0.076,0.12,0.21,0.99551,0.0321,0.75,0.102,6,Red
0.085,0.32,0.42,0.023,0.075,0.12,0.19,0.99434,0.031400000000000004,0.71,0.11800000000000001,7,Red
0.09,0.785,0.24,0.017,0.078,0.1,0.21,0.99692,0.0329,0.67,0.1,5,Red
0.09,0.785,0.24,0.017,0.078,0.1,0.21,0.99692,0.0329,0.67,0.1,5,Red
0.085,0.44,0.5,0.019,0.369,0.15,0.38,0.99634,0.0301,1.1,0.094,5,Red
0.099,0.54,0.26,0.02,0.111,0.07,0.6,0.99709,0.0294,0.98,0.102,5,Red
0.08199999999999999,0.33,0.39,0.025,0.074,0.29,0.48,0.99528,0.0332,0.88,0.124,7,Red
0.065,0.34,0.27,0.027999999999999997,0.067,0.08,0.44,0.99384,0.0321,0.56,0.12,6,Red
0.076,0.5,0.29,0.023,0.086,0.05,0.14,0.99502,0.0332,0.62,0.115,6,Red
0.092,0.36,0.34,0.016,0.062,0.05,0.12,0.99667,0.032,0.67,0.105,6,Red
0.071,0.59,0,0.022000000000000002,0.078,0.26,0.44,0.99522,0.0342,0.68,0.10800000000000001,6,Red
0.09699999999999999,0.42,0.46,0.021,0.074,0.05,0.16,0.99649,0.0327,0.74,0.12300000000000001,6,Red
0.076,0.36,0.31,0.017,0.079,0.26,0.65,0.99716,0.0346,0.62,0.095,6,Red
0.076,0.36,0.31,0.017,0.079,0.26,0.65,0.99716,0.0346,0.62,0.095,6,Red
0.065,0.61,0,0.022000000000000002,0.095,0.48,0.59,0.99541,0.0361,0.7,0.115,6,Red
0.065,0.88,0.03,0.055999999999999994,0.079,0.23,0.47,0.99572,0.0358,0.5,0.11199999999999999,4,Red
0.071,0.66,0,0.024,0.052,0.06,0.11,0.99318,0.0335,0.66,0.127,7,Red
0.055999999999999994,0.915,0,0.021,0.041,0.17,0.78,0.99346,0.0368,0.73,0.114,5,Red
0.08199999999999999,0.35,0.33,0.024,0.076,0.11,0.47,0.99599,0.0327,0.81,0.11,6,Red
0.08199999999999999,0.35,0.33,0.024,0.076,0.11,0.47,0.99599,0.0327,0.81,0.11,6,Red
0.098,0.39,0.43,0.0165,0.068,0.05,0.11,0.99478,0.0319,0.46,0.114,5,Red
0.102,0.4,0.4,0.025,0.068,0.41,0.54,0.99754,0.0338,0.86,0.105,6,Red
0.068,0.66,0.07,0.016,0.07,0.16,0.61,0.99572,0.0329,0.6,0.09300000000000001,5,Red
0.067,0.64,0.23,0.021,0.08,0.11,1.19,0.99538,0.0336,0.7,0.109,5,Red
0.07,0.43,0.3,0.02,0.085,0.06,0.39,0.99346,0.0333,0.46,0.11900000000000001,6,Red
0.066,0.8,0.03,0.078,0.079,0.06,0.12,0.9963,0.0352,0.5,0.122,5,Red
0.07,0.43,0.3,0.02,0.085,0.06,0.39,0.99346,0.0333,0.46,0.11900000000000001,6,Red
0.067,0.64,0.23,0.021,0.08,0.11,1.19,0.99538,0.0336,0.7,0.109,5,Red
0.08800000000000001,0.955,0.05,0.018000000000000002,0.075,0.05,0.19,0.99616,0.033,0.44,0.096,4,Red
0.091,0.4,0.57,0.046,0.08,0.06,0.2,0.99652,0.032799999999999996,0.57,0.125,6,Red
0.065,0.885,0,0.023,0.166,0.06,0.12,0.99551,0.0356,0.51,0.10800000000000001,5,Red
0.07200000000000001,0.25,0.37,0.025,0.063,0.11,0.41,0.99439,0.0352,0.8,0.124,7,Red
0.064,0.885,0,0.023,0.166,0.06,0.12,0.99551,0.0356,0.51,0.10800000000000001,5,Red
0.07,0.745,0.12,0.018000000000000002,0.114,0.15,0.64,0.99588,0.0322,0.59,0.095,6,Red
0.062,0.43,0.22,0.018000000000000002,0.078,0.21,0.56,0.99633,0.0352,0.6,0.095,6,Red
0.079,0.58,0.23,0.023,0.076,0.23,0.94,0.99686,0.0321,0.58,0.095,6,Red
0.077,0.57,0.21,0.015,0.069,0.04,0.09,0.99458,0.0316,0.54,0.098,6,Red
0.077,0.26,0.26,0.02,0.052,0.19,0.77,0.9951,0.0315,0.79,0.109,6,Red
0.079,0.58,0.23,0.023,0.076,0.23,0.94,0.99686,0.0321,0.58,0.095,6,Red
0.077,0.57,0.21,0.015,0.069,0.04,0.09,0.99458,0.0316,0.54,0.098,6,Red
0.079,0.34,0.36,0.019,0.065,0.05,0.1,0.99419,0.0327,0.54,0.11199999999999999,7,Red
0.086,0.42,0.39,0.018000000000000002,0.068,0.06,0.12,0.99516,0.0335,0.69,0.11699999999999999,8,Red
0.099,0.74,0.19,0.057999999999999996,0.111,0.33,0.76,0.99878,0.031400000000000004,0.55,0.094,5,Red
0.07200000000000001,0.36,0.46,0.021,0.074,0.24,0.44,0.99534,0.034,0.85,0.11,7,Red
0.07200000000000001,0.36,0.46,0.021,0.074,0.24,0.44,0.99534,0.034,0.85,0.11,7,Red
0.07200000000000001,0.36,0.46,0.021,0.074,0.24,0.44,0.99534,0.034,0.85,0.11,7,Red
0.099,0.72,0.55,0.017,0.136,0.24,0.52,0.99752,0.0335,0.94,0.1,5,Red
0.07200000000000001,0.36,0.46,0.021,0.074,0.24,0.44,0.99534,0.034,0.85,0.11,7,Red
0.062,0.39,0.43,0.02,0.071,0.14,0.24,0.99428,0.0345,0.87,0.11199999999999999,7,Red
0.068,0.65,0.02,0.021,0.078,0.08,0.15,0.99498,0.0335,0.62,0.10400000000000001,6,Red
0.066,0.44,0.15,0.021,0.076,0.22,0.53,0.9957,0.0332,0.62,0.09300000000000001,5,Red
0.068,0.65,0.02,0.021,0.078,0.08,0.15,0.99498,0.0335,0.62,0.10400000000000001,6,Red
0.096,0.38,0.42,0.019,0.071,0.05,0.13,0.99659,0.0315,0.75,0.105,6,Red
0.102,0.33,0.46,0.019,0.081,0.06,0.09,0.99628,0.031,0.48,0.10400000000000001,6,Red
0.08800000000000001,0.27,0.46,0.021,0.095,0.2,0.29,0.99488,0.0326,0.56,0.113,6,Red
0.079,0.57,0.31,0.02,0.079,0.1,0.79,0.99677,0.0329,0.69,0.095,6,Red
0.08199999999999999,0.34,0.37,0.019,0.057,0.43,0.74,0.99408,0.0323,0.81,0.12,6,Red
0.08199999999999999,0.4,0.31,0.019,0.082,0.08,0.24,0.996,0.032400000000000005,0.69,0.106,6,Red
0.09,0.39,0.4,0.013000000000000001,0.044,0.25,0.5,0.99478,0.032,0.83,0.109,6,Red
0.109,0.32,0.52,0.018000000000000002,0.132,0.17,0.44,0.99734,0.032799999999999996,0.77,0.115,6,Red
0.109,0.32,0.52,0.018000000000000002,0.132,0.17,0.44,0.99734,0.032799999999999996,0.77,0.115,6,Red
0.081,0.53,0.22,0.022000000000000002,0.078,0.33,0.89,0.99678,0.0326,0.46,0.096,6,Red
0.105,0.36,0.47,0.022000000000000002,0.074,0.09,0.23,0.99638,0.0323,0.76,0.12,6,Red
0.126,0.39,0.49,0.025,0.08,0.08,0.2,0.9992,0.030699999999999998,0.82,0.10300000000000001,6,Red
0.092,0.46,0.23,0.026000000000000002,0.091,0.18,0.77,0.99922,0.0315,0.51,0.094,5,Red
0.075,0.58,0.03,0.040999999999999995,0.08,0.27,0.46,0.99592,0.0302,0.47,0.092,5,Red
0.09,0.58,0.25,0.02,0.104,0.08,0.21,0.99769,0.0327,0.72,0.096,5,Red
0.051,0.42,0,0.018000000000000002,0.044,0.18,0.88,0.99157,0.0368,0.73,0.136,7,Red
0.076,0.43,0.29,0.021,0.075,0.19,0.66,0.99718,0.034,0.64,0.095,5,Red
0.077,0.18,0.34,0.027000000000000003,0.066,0.15,0.58,0.9947,0.0337,0.78,0.11800000000000001,6,Red
0.078,0.815,0.01,0.026000000000000002,0.074,0.48,0.9,0.99621,0.0338,0.62,0.10800000000000001,5,Red
0.076,0.43,0.29,0.021,0.075,0.19,0.66,0.99718,0.034,0.64,0.095,5,Red
0.102,0.23,0.37,0.022000000000000002,0.057,0.14,0.36,0.99614,0.0323,0.49,0.09300000000000001,4,Red
0.071,0.75,0.01,0.022000000000000002,0.059,0.11,0.18,0.99242,0.0339,0.4,0.128,6,Red
0.06,0.33,0.32,0.129,0.054,0.06,1.13,0.99572,0.033,0.56,0.115,4,Red
0.078,0.55,0,0.017,0.07,0.07,0.17,0.99659,0.0326,0.64,0.094,6,Red
0.071,0.75,0.01,0.022000000000000002,0.059,0.11,0.18,0.99242,0.0339,0.4,0.128,6,Red
0.081,0.73,0,0.025,0.081,0.12,0.24,0.99798,0.0338,0.46,0.096,4,Red
0.065,0.67,0,0.043,0.057,0.11,0.2,0.99488,0.0345,0.56,0.11800000000000001,4,Red
0.075,0.61,0.2,0.017,0.076,0.36,0.6,0.99494,0.031,0.4,0.09300000000000001,5,Red
0.098,0.37,0.39,0.025,0.079,0.28,0.65,0.99729,0.0316,0.59,0.098,5,Red
0.09,0.4,0.41,0.02,0.058,0.15,0.4,0.99414,0.0322,0.6,0.122,6,Red
0.083,0.56,0.22,0.024,0.082,0.1,0.86,0.9983,0.0337,0.62,0.095,5,Red
0.059000000000000004,0.29,0.25,0.134,0.067,0.72,1.6,0.99721,0.0333,0.54,0.10300000000000001,6,Red
0.07400000000000001,0.55,0.19,0.018000000000000002,0.082,0.15,0.34,0.99655,0.0349,0.68,0.105,5,Red
0.07400000000000001,0.74,0.07,0.017,0.086,0.15,0.48,0.99502,0.031200000000000002,0.48,0.1,5,Red
0.07400000000000001,0.55,0.19,0.018000000000000002,0.082,0.15,0.34,0.99655,0.0349,0.68,0.105,5,Red
0.069,0.41,0.33,0.022000000000000002,0.081,0.22,0.36,0.9949,0.0341,0.75,0.111,6,Red
0.071,0.6,0.01,0.023,0.079,0.24,0.37,0.99514,0.034,0.61,0.109,6,Red
0.071,0.6,0.01,0.023,0.079,0.24,0.37,0.99514,0.034,0.61,0.109,6,Red
0.075,0.58,0.14,0.022000000000000002,0.077,0.27,0.6,0.9963,0.032799999999999996,0.59,0.098,5,Red
0.071,0.72,0,0.018000000000000002,0.123,0.06,0.14,0.99627,0.0345,0.58,0.098,5,Red
0.079,0.66,0,0.013999999999999999,0.096,0.06,0.13,0.99569,0.034300000000000004,0.58,0.095,5,Red
0.078,0.7,0.06,0.019,0.079,0.2,0.35,0.99628,0.034,0.69,0.109,5,Red
0.061,0.64,0.02,0.024,0.069,0.26,0.46,0.99358,0.0347,0.45,0.11,5,Red
0.075,0.59,0.22,0.018000000000000002,0.082,0.43,0.6,0.99499,0.031,0.42,0.092,5,Red
0.07,0.58,0.28,0.048,0.085,0.12,0.69,0.99633,0.0332,0.7,0.11,6,Red
0.068,0.64,0,0.027000000000000003,0.123,0.15,0.33,0.99538,0.0344,0.63,0.113,6,Red
0.068,0.64,0,0.027000000000000003,0.123,0.15,0.33,0.99538,0.0344,0.63,0.113,6,Red
0.086,0.635,0.68,0.018000000000000002,0.403,0.19,0.56,0.99632,0.0302,1.15,0.09300000000000001,5,Red
0.063,1.02,0,0.02,0.083,0.17,0.24,0.99437,0.0359,0.55,0.11199999999999999,4,Red
0.098,0.45,0.38,0.025,0.081,0.34,0.66,0.99726,0.0315,0.58,0.098,5,Red
0.08199999999999999,0.78,0,0.022000000000000002,0.089,0.13,0.26,0.9978,0.0337,0.46,0.096,4,Red
0.085,0.37,0.32,0.018000000000000002,0.066,0.26,0.51,0.99456,0.0338,0.72,0.11800000000000001,6,Red
0.07200000000000001,0.57,0.05,0.023,0.081,0.16,0.36,0.99564,0.0338,0.6,0.10300000000000001,6,Red
0.07200000000000001,0.57,0.05,0.023,0.081,0.16,0.36,0.99564,0.0338,0.6,0.10300000000000001,6,Red
0.10400000000000001,0.43,0.5,0.023,0.068,0.13,0.19,0.996,0.031,0.87,0.114,6,Red
0.069,0.41,0.31,0.02,0.079,0.21,0.51,0.99668,0.0347,0.55,0.095,6,Red
0.055,0.49,0.03,0.018000000000000002,0.044,0.28,0.87,0.9908,0.035,0.82,0.14,8,Red
0.05,0.38,0.01,0.016,0.048,0.26,0.6,0.99084,0.037000000000000005,0.75,0.14,6,Red
0.073,0.44,0.2,0.016,0.049,0.24,0.64,0.9935,0.0338,0.57,0.11699999999999999,6,Red
0.059000000000000004,0.46,0,0.019,0.077,0.25,0.44,0.99385,0.035,0.53,0.11199999999999999,5,Red
0.075,0.58,0.2,0.02,0.073,0.34,0.44,0.99494,0.031,0.43,0.09300000000000001,5,Red
0.078,0.58,0.13,0.021,0.102,0.17,0.36,0.9944,0.032400000000000005,0.53,0.11199999999999999,6,Red
0.08,0.715,0.22,0.023,0.075,0.13,0.81,0.99688,0.032400000000000005,0.54,0.095,6,Red
0.085,0.4,0.4,0.063,0.05,0.03,0.1,0.99566,0.032799999999999996,0.56,0.12,4,Red
0.07,0.69,0,0.019,0.114,0.03,0.1,0.99636,0.0335,0.6,0.09699999999999999,6,Red
0.08,0.715,0.22,0.023,0.075,0.13,0.81,0.99688,0.032400000000000005,0.54,0.095,6,Red
0.098,0.3,0.39,0.017,0.062,0.03,0.09,0.9948,0.031400000000000004,0.57,0.115,7,Red
0.071,0.46,0.2,0.019,0.077,0.28,0.54,0.9956,0.0337,0.64,0.10400000000000001,6,Red
0.071,0.46,0.2,0.019,0.077,0.28,0.54,0.9956,0.0337,0.64,0.10400000000000001,6,Red
0.079,0.765,0,0.02,0.084,0.09,0.22,0.99619,0.0333,0.68,0.109,6,Red
0.087,0.63,0.28,0.027000000000000003,0.096,0.17,0.69,0.99734,0.0326,0.63,0.102,6,Red
0.07,0.42,0.19,0.023,0.071,0.18,0.36,0.99476,0.0339,0.56,0.109,5,Red
0.113,0.37,0.5,0.018000000000000002,0.09,0.2,0.47,0.99734,0.0315,0.57,0.105,5,Red
0.071,0.16,0.44,0.025,0.068,0.17,0.31,0.99328,0.0335,0.54,0.124,6,Red
0.08,0.6,0.08,0.026000000000000002,0.056,0.03,0.07,0.99286,0.0322,0.37,0.13,5,Red
0.07,0.6,0.3,0.045,0.068,0.2,1.1,0.99914,0.033,1.17,0.102,5,Red
0.07,0.6,0.3,0.045,0.068,0.2,1.1,0.99914,0.033,1.17,0.102,5,Red
0.076,0.74,0,0.019,0.1,0.06,0.12,0.99521,0.0336,0.59,0.11,5,Red
0.08199999999999999,0.635,0.1,0.021,0.073,0.25,0.6,0.99638,0.0329,0.75,0.109,6,Red
0.059000000000000004,0.395,0.13,0.024,0.056,0.14,0.28,0.99362,0.0362,0.67,0.124,6,Red
0.075,0.755,0,0.019,0.084,0.06,0.12,0.99672,0.0334,0.49,0.09699999999999999,4,Red
0.08199999999999999,0.635,0.1,0.021,0.073,0.25,0.6,0.99638,0.0329,0.75,0.109,6,Red
0.066,0.63,0,0.043,0.093,0.51,0.775,0.99558,0.032,0.45,0.095,5,Red
0.066,0.63,0,0.043,0.093,0.51,0.775,0.99558,0.032,0.45,0.095,5,Red
0.07200000000000001,0.53,0.14,0.021,0.064,0.15,0.29,0.99323,0.0335,0.61,0.121,6,Red
0.057,0.6,0,0.013999999999999999,0.063,0.11,0.18,0.99191,0.0345,0.56,0.122,6,Red
