"","week","fk_fund_id","fk_decision_id","weekly_return"
"4548",5,548,4,-0.051
"4549",5,549,6,-0.042
"4550",5,550,8,-0.029
"4551",5,551,9,-0.032
"4552",5,552,6,-0.05
"4553",5,553,1,-0.097
"4554",5,554,9,0.016
"4555",5,555,8,-0.174
"4556",5,556,4,0.116
"4557",5,557,2,-0.02
"4558",5,558,1,-0.079
"4559",5,559,8,-0.043
"4560",5,560,8,-0.132
"4561",5,561,7,-0.147
"4562",5,562,2,0.082
"4563",5,563,4,0.002
"4564",5,564,8,-0.048
"4565",5,565,9,0.236
"4566",5,566,7,0.064
"4567",5,567,3,0.137
"4568",5,568,7,0.155
"4569",5,569,4,0.001
"4570",5,570,10,-0.003
"4571",5,571,2,0.092
"4572",5,572,5,0.222
"4573",5,573,3,0.127
"4574",5,574,2,0.163
"4575",5,575,8,0.057
"4576",5,576,6,0.226
"4577",5,577,7,-0.103
"4578",5,578,5,0.034
"4579",5,579,9,-0.011
"4580",5,580,8,0.108
"4581",5,581,4,0.027
"4582",5,582,10,0.069
"4583",5,583,7,0.172
"4584",5,584,1,0.033
"4585",5,585,6,-0.073
"4586",5,586,5,0.124
"4587",5,587,2,-0.064
"4588",5,588,6,-0.092
"4589",5,589,10,-0.027
"4590",5,590,7,-0.066
"4591",5,591,6,0.113
"4592",5,592,3,-0.013
"4593",5,593,8,-0.003
"4594",5,594,7,0.095
"4595",5,595,8,-0.138
"4596",5,596,7,0.071
"4597",5,597,5,0.052
"4598",5,598,5,0.031
"4599",5,599,4,0.144
"4600",5,600,5,0.185
"4601",5,601,8,0.118
"4602",5,602,9,0.168
"4603",5,603,2,0.164
"4604",5,604,8,-0.046
"4605",5,605,10,0
"4606",5,606,10,0.13
"4607",5,607,4,0.087
"4608",5,608,5,-0.001
"4609",5,609,10,0.102
"4610",5,610,2,-0.029
"4611",5,611,9,-0.057
"4612",5,612,4,-0.007
"4613",5,613,6,0.081
"4614",5,614,6,0.017
"4615",5,615,7,0.098
"4616",5,616,5,0.058
"4617",5,617,2,0.001
"4618",5,618,4,-0.032
"4619",5,619,7,0.053
"4620",5,620,2,-0.014
"4621",5,621,9,-0.137
"4622",5,622,3,0.097
"4623",5,623,6,0.022
"4624",5,624,2,-0.024
"4625",5,625,4,0.031
"4626",5,626,7,-0.016
"4627",5,627,3,0.143
"4628",5,628,7,-0.017
"4629",5,629,5,0.074
"4630",5,630,9,0.072
"4631",5,631,9,0.029
"4632",5,632,4,0.162
"4633",5,633,4,-0.068
"4634",5,634,8,0.151
"4635",5,635,5,0.017
"4636",5,636,4,0.072
"4637",5,637,2,-0.163
"4638",5,638,2,-0.156
"4639",5,639,7,0.196
"4640",5,640,7,0.058
"4641",5,641,9,0.08
"4642",5,642,4,0.094
"4643",5,643,9,0.061
"4644",5,644,3,-0.112
"4645",5,645,8,0.003
"4646",5,646,3,0.062
"4647",5,647,1,0.168
"4648",5,648,9,-0.111
"4649",5,649,7,-0.215
"4650",5,650,9,-0.091
"4651",5,651,7,-0.104
"4652",5,652,9,0.135
"4653",5,653,4,-0.03
"4654",5,654,5,-0.131
"4655",5,655,6,0.049
"4656",5,656,2,0.078
"4657",5,657,3,0.027
"4658",5,658,6,0.129
"4659",5,659,8,0.114
"4660",5,660,9,-0.04
"4661",5,661,4,0.05
"4662",5,662,8,-0.059
"4663",5,663,2,0.191
"4664",5,664,7,-0.039
"4665",5,665,4,0.122
"4666",5,666,6,0.015
"4667",5,667,9,-0.047
"4668",5,668,3,0.026
"4669",5,669,4,0.085
"4670",5,670,7,0.008
"4671",5,671,8,0.051
"4672",5,672,6,0.006
"4673",5,673,8,0.084
"4674",5,674,6,0.258
"4675",5,675,6,0.107
"4676",5,676,5,0.008
"4677",5,677,4,-0.025
"4678",5,678,2,0.159
"4679",5,679,4,0.09
"4680",5,680,3,0.062
"4681",5,681,8,-0.026
"4682",5,682,8,0.216
"4683",5,683,2,0.064
"4684",5,684,6,-0.023
"4685",5,685,6,-0.078
"4686",5,686,6,0.132
"4687",5,687,4,0.085
"4688",5,688,5,0.211
"4689",5,689,1,0.143
"4690",5,690,9,-0.111
"4691",5,691,2,0.108
"4692",5,692,6,-0.06
"4693",5,693,8,0.045
"4694",5,694,6,-0.018
"4695",5,695,5,0.021
"4696",5,696,6,0.058
"4697",5,697,8,0.117
"4698",5,698,3,0.079
"4699",5,699,10,-0.004
"4700",5,700,5,-0.029
"4701",5,701,9,0.076
"4702",5,702,9,0.195
"4703",5,703,8,0.161
"4704",5,704,7,0.048
"4705",5,705,7,-0.04
"4706",5,706,2,0.117
"4707",5,707,5,-0.049
"4708",5,708,6,0.085
"4709",5,709,9,0.063
"4710",5,710,7,-0.052
"4711",5,711,8,-0.079
"4712",5,712,5,-0.014
"4713",5,713,2,0.012
"4714",5,714,8,0.174
"4715",5,715,5,0.042
"4716",5,716,5,0.008
"4717",5,717,1,-0.055
"4718",5,718,2,0.139
"4719",5,719,5,0.048
"4720",5,720,8,-0.035
"4721",5,721,1,0.06
"4722",5,722,6,-0.063
"4723",5,723,9,-0.014
"4724",5,724,7,-0.007
"4725",5,725,3,-0.052
"4726",5,726,9,-0.028
"4727",5,727,4,0.131
"4728",5,728,6,0.037
"4729",5,729,5,-0.163
"4730",5,730,1,-0.042
"4731",5,731,8,0.065
"4732",5,732,6,0.074
"4733",5,733,8,-0.12
"4734",5,734,1,0.035
"4735",5,735,7,-0.036
"4736",5,736,4,-0.005
"4737",5,737,4,-0.056
"4738",5,738,8,0.095
"4739",5,739,2,-0.041
"4740",5,740,1,-0.01
"4741",5,741,4,0.045
"4742",5,742,6,0.243
"4743",5,743,6,0.021
"4744",5,744,3,-0.117
"4745",5,745,3,0.095
"4746",5,746,4,0.118
"4747",5,747,5,0.126
"4748",5,748,9,-0.046
"4749",5,749,2,-0.032
"4750",5,750,7,-0.053
"4751",5,751,5,-0.11
"4752",5,752,9,0.073
"4753",5,753,6,0.052
"4754",5,754,2,-0.037
"4755",5,755,5,0.161
"4756",5,756,3,-0.003
"4757",5,757,5,-0.069
"4758",5,758,3,-0.097
"4759",5,759,10,-0.082
"4760",5,760,5,0.061
"4761",5,761,8,-0.09
"4762",5,762,2,0.175
"4763",5,763,9,0.069
"4764",5,764,3,0.132
"4765",5,765,3,0.148
"4766",5,766,2,-0.087
"4767",5,767,6,-0.02
"4768",5,768,8,-0.007
"4769",5,769,9,0.005
"4770",5,770,7,0.094
"4771",5,771,5,0.13
"4772",5,772,8,0.086
"4773",5,773,1,0.043
"4774",5,774,10,0.026
"4775",5,775,7,-0.089
"4776",5,776,5,0.02
"4777",5,777,1,0.287
"4778",5,778,8,0.272
"4779",5,779,3,0.079
"4780",5,780,10,0.211
"4781",5,781,9,0.073
"4782",5,782,7,0.078
"4783",5,783,8,-0.091
"4784",5,784,5,0.082
"4785",5,785,9,0.067
"4786",5,786,2,0.054
"4787",5,787,7,-0.12
"4788",5,788,4,0.064
"4789",5,789,5,-0.083
"4790",5,790,1,-0.023
"4791",5,791,3,-0.022
"4792",5,792,2,0.123
"4793",5,793,9,0.203
"4794",5,794,4,0.105
"4795",5,795,6,-0.007
"4796",5,796,7,0.006
"4797",5,797,3,0.12
"4798",5,798,6,0.008
"4799",5,799,8,-0.009
"4800",5,800,4,-0.083
"4801",5,801,9,-0.114
"4802",5,802,1,0.098
"4803",5,803,10,0.035
"4804",5,804,8,0.038
"4805",5,805,3,0.018
"4806",5,806,7,0.103
"4807",5,807,4,0.115
"4808",5,808,10,-0.092
"4809",5,809,4,0.019
"4810",5,810,1,-0.038
"4811",5,811,4,0.079
"4812",5,812,4,0.155
"4813",5,813,4,0.158
"4814",5,814,10,-0.106
"4815",5,815,4,0.027
"4816",5,816,6,-0.081
"4817",5,817,9,0.132
"4818",5,818,9,0.071
"4819",5,819,3,-0.024
"4820",5,820,7,0.169
"4821",5,821,4,-0.097
"4822",5,822,6,0.122
"4823",5,823,8,-0.039
"4824",5,824,8,0.203
"4825",5,825,9,0.122
"4826",5,826,1,-0.075
"4827",5,827,3,0.029
"4828",5,828,4,0.099
"4829",5,829,4,0.064
"4830",5,830,8,0.123
"4831",5,831,7,-0.053
"4832",5,832,9,0.064
"4833",5,833,9,0.032
"4834",5,834,8,-0.016
"4835",5,835,5,0.248
"4836",5,836,6,-0.053
"4837",5,837,2,0.039
"4838",5,838,9,0.014
"4839",5,839,10,0.079
"4840",5,840,6,-0.147
"4841",5,841,9,0.104
"4842",5,842,2,-0.014
"4843",5,843,3,0.041
"4844",5,844,5,0.113
"4845",5,845,5,0.004
"4846",5,846,5,-0.045
"4847",5,847,1,0.156
"4848",5,848,7,-0.057
"4849",5,849,7,0.109
"4850",5,850,4,-0.01
"4851",5,851,10,0.155
"4852",5,852,8,-0.022
"4853",5,853,1,0.049
"4854",5,854,10,-0.052
"4855",5,855,3,-0.119
"4856",5,856,1,0.116
"4857",5,857,3,0.128
"4858",5,858,7,0.081
"4859",5,859,3,0.191
"4860",5,860,3,-0.022
"4861",5,861,1,0.041
"4862",5,862,3,-0.166
"4863",5,863,7,-0.076
"4864",5,864,1,-0.166
"4865",5,865,2,0.032
"4866",5,866,5,0.186
"4867",5,867,5,0.009
"4868",5,868,7,0.026
"4869",5,869,8,0.025
"4870",5,870,2,-0.044
"4871",5,871,5,0.059
"4872",5,872,10,0.172
"4873",5,873,8,0.073
"4874",5,874,3,0.184
"4875",5,875,5,-0.141
"4876",5,876,1,0.049
"4877",5,877,3,0.036
"4878",5,878,5,0.197
"4879",5,879,8,0.119
"4880",5,880,10,0.06
"4881",5,881,4,-0.044
"4882",5,882,10,0.135
"4883",5,883,10,0.052
"4884",5,884,9,-0.03
"4885",5,885,5,-0.085
"4886",5,886,8,0.044
"4887",5,887,8,-0.025
"4888",5,888,7,-0.22
"4889",5,889,6,0.001
"4890",5,890,4,0.034
"4891",5,891,1,0.043
"4892",5,892,2,-0.112
"4893",5,893,2,-0.11
"4894",5,894,1,-0.04
"4895",5,895,4,0.078
"4896",5,896,2,0.007
"4897",5,897,6,0.024
"4898",5,898,1,0.021
"4899",5,899,1,0.037
"4900",5,900,2,0.046
"4901",5,901,8,0.065
"4902",5,902,8,0.125
"4903",5,903,3,-0.193
"4904",5,904,3,-0.048
"4905",5,905,3,0.023
"4906",5,906,2,0.156
"4907",5,907,2,0.02
"4908",5,908,2,-0.057
"4909",5,909,2,0.034
"4910",5,910,1,0.111
"4911",5,911,6,0.178
"4912",5,912,8,0.045
"4913",5,913,7,0.176
"4914",5,914,2,-0.02
"4915",5,915,1,0.033
"4916",5,916,5,-0.016
"4917",5,917,2,-0.005
"4918",5,918,7,0.169
"4919",5,919,7,-0.144
"4920",5,920,9,0.068
"4921",5,921,4,0.1
"4922",5,922,10,-0.044
"4923",5,923,10,0.016
"4924",5,924,1,0.063
"4925",5,925,9,-0.05
"4926",5,926,8,-0.056
"4927",5,927,8,0.146
"4928",5,928,4,-0.038
"4929",5,929,6,-0.016
"4930",5,930,5,-0.05
"4931",5,931,6,-0.033
"4932",5,932,9,0.087
"4933",5,933,3,0.021
"4934",5,934,3,0.146
"4935",5,935,8,-0.027
"4936",5,936,8,-0.261
"4937",5,937,9,-0.092
"4938",5,938,5,0.16
"4939",5,939,9,0.131
"4940",5,940,4,0.175
"4941",5,941,3,0.002
"4942",5,942,9,0.179
"4943",5,943,1,-0.072
"4944",5,944,5,0.131
"4945",5,945,5,-0.033
"4946",5,946,5,0.002
"4947",5,947,7,0.065
"4948",5,948,8,-0.106
"4949",5,949,9,0.111
"4950",5,950,8,0.049
"4951",5,951,2,0.036
"4952",5,952,3,0.113
"4953",5,953,7,0
"4954",5,954,9,0.223
"4955",5,955,6,0.14
"4956",5,956,3,-0.218
"4957",5,957,9,0.016
"4958",5,958,3,-0.035
"4959",5,959,5,0.055
"4960",5,960,1,-0.016
"4961",5,961,4,0.138
"4962",5,962,5,0.036
"4963",5,963,2,0.185
"4964",5,964,7,0.051
"4965",5,965,4,0.07
"4966",5,966,3,0.063
"4967",5,967,4,0.128
"4968",5,968,9,0.068
"4969",5,969,10,0.004
"4970",5,970,8,0.077
"4971",5,971,10,-0.013
"4972",5,972,6,0.222
"4973",5,973,5,-0.045
"4974",5,974,10,0.015
"4975",5,975,2,-0.163
"4976",5,976,2,-0.028
"4977",5,977,1,0.048
"4978",5,978,7,-0.076
"4979",5,979,7,-0.055
"4980",5,980,8,0.039
"4981",5,981,2,0.048
"4982",5,982,2,0.109
"4983",5,983,10,-0.01
"4984",5,984,5,0.056
"4985",5,985,3,-0.028
"4986",5,986,5,-0.049
"4987",5,987,6,0.227
"4988",5,988,4,-0.034
"4989",5,989,10,-0.029
"4990",5,990,6,0.16
"4991",5,991,2,-0.005
"4992",5,992,5,0.012
"4993",5,993,7,-0.033
"4994",5,994,3,0.014
"4995",5,995,2,0.014
"4996",5,996,8,-0.014
"4997",5,997,7,-0.122
"4998",5,998,4,0.146
"4999",5,999,3,-0.09
"5000",5,1000,3,-0.142
"5001",6,1,3,-0.084
"5002",6,2,4,-0.065
"5003",6,3,6,0.192
"5004",6,4,9,0.047
"5005",6,5,3,-0.061
"5006",6,6,9,0.164
"5007",6,7,10,0.032
"5008",6,8,7,0.009
"5009",6,9,7,-0.082
"5010",6,10,2,-0.073
"5011",6,11,3,0.061
"5012",6,12,3,-0.067
"5013",6,13,7,0.001
"5014",6,14,4,0.002
"5015",6,15,8,0.018
"5016",6,16,5,0.154
"5017",6,17,7,-0.124
"5018",6,18,10,0.008
"5019",6,19,4,-0.087
"5020",6,20,8,0.069
"5021",6,21,9,0.027
"5022",6,22,3,-0.043
"5023",6,23,7,0.082
"5024",6,24,2,-0.059
"5025",6,25,3,0.014
"5026",6,26,4,0.213
"5027",6,27,1,0.206
"5028",6,28,4,0.257
"5029",6,29,9,0.077
"5030",6,30,4,-0.066
"5031",6,31,5,-0.006
"5032",6,32,6,-0.093
"5033",6,33,5,-0.118
"5034",6,34,3,0.087
"5035",6,35,8,-0.021
"5036",6,36,7,-0.073
"5037",6,37,8,-0.043
"5038",6,38,2,-0.062
"5039",6,39,8,0.188
"5040",6,40,5,0.316
"5041",6,41,8,-0.041
"5042",6,42,7,0.098
"5043",6,43,8,0.002
"5044",6,44,6,0.007
"5045",6,45,6,-0.02
"5046",6,46,8,-0.077
"5047",6,47,1,0.033
"5048",6,48,5,0.082
"5049",6,49,8,-0.001
"5050",6,50,7,0.061
"5051",6,51,5,-0.045
"5052",6,52,9,-0.084
"5053",6,53,5,-0.083
"5054",6,54,3,0.092
"5055",6,55,2,-0.032
"5056",6,56,2,0.191
"5057",6,57,4,0.064
"5058",6,58,6,-0.094
"5059",6,59,7,0.02
"5060",6,60,5,0.241
"5061",6,61,9,-0.159
"5062",6,62,4,0.048
"5063",6,63,5,-0.116
"5064",6,64,4,0.217
"5065",6,65,7,-0.01
"5066",6,66,3,-0.081
"5067",6,67,5,0.031
"5068",6,68,8,0
"5069",6,69,2,0.07
"5070",6,70,9,-0.211
"5071",6,71,4,-0.103
"5072",6,72,9,-0.144
"5073",6,73,4,0.07
"5074",6,74,4,0.076
"5075",6,75,5,-0.113
"5076",6,76,9,0.029
"5077",6,77,9,-0.187
"5078",6,78,5,0.079
"5079",6,79,8,0.132
"5080",6,80,10,-0.012
"5081",6,81,5,-0.015
"5082",6,82,7,0.081
"5083",6,83,5,0.053
"5084",6,84,4,0.171
"5085",6,85,8,0.13
"5086",6,86,3,0.252
"5087",6,87,7,-0.098
"5088",6,88,2,0.076
"5089",6,89,3,0.083
"5090",6,90,2,0
"5091",6,91,3,-0.196
"5092",6,92,2,-0.021
"5093",6,93,7,-0.014
"5094",6,94,9,0.188
"5095",6,95,8,0.028
"5096",6,96,8,-0.021
"5097",6,97,5,-0.021
"5098",6,98,5,0.016
"5099",6,99,8,-0.036
"5100",6,100,6,0.087
"5101",6,101,7,0.099
"5102",6,102,4,0.01
"5103",6,103,3,0.073
"5104",6,104,10,0.086
"5105",6,105,7,-0.055
"5106",6,106,3,0.069
"5107",6,107,2,0.104
"5108",6,108,5,0.073
"5109",6,109,9,0.076
"5110",6,110,6,-0.015
"5111",6,111,10,-0.007
"5112",6,112,8,-0.01
"5113",6,113,4,0.032
"5114",6,114,5,-0.009
"5115",6,115,2,0.078
"5116",6,116,1,0.106
"5117",6,117,7,0.047
"5118",6,118,2,0.206
"5119",6,119,5,-0.099
"5120",6,120,7,0.165
"5121",6,121,10,0.148
"5122",6,122,5,-0.096
"5123",6,123,5,-0.127
"5124",6,124,3,-0.147
"5125",6,125,8,0.133
"5126",6,126,5,0.047
"5127",6,127,6,-0.134
"5128",6,128,3,0.005
"5129",6,129,3,-0.021
"5130",6,130,6,0.027
"5131",6,131,6,0.005
"5132",6,132,2,-0.009
"5133",6,133,1,0.23
"5134",6,134,7,0.115
"5135",6,135,9,0.19
"5136",6,136,6,-0.009
"5137",6,137,6,-0.221
"5138",6,138,6,0.089
"5139",6,139,10,-0.044
"5140",6,140,6,0.2
"5141",6,141,7,-0.282
"5142",6,142,6,0.075
"5143",6,143,3,0.164
"5144",6,144,3,0.082
"5145",6,145,8,-0.104
"5146",6,146,5,0.019
"5147",6,147,3,0.05
"5148",6,148,8,0.229
"5149",6,149,2,0.04
"5150",6,150,9,0.013
"5151",6,151,7,-0.015
"5152",6,152,6,0.041
"5153",6,153,4,0.038
"5154",6,154,5,0.183
"5155",6,155,6,0.075
"5156",6,156,3,-0.028
"5157",6,157,6,-0.028
"5158",6,158,2,0.159
"5159",6,159,3,-0.099
"5160",6,160,3,0.006
"5161",6,161,4,0.086
"5162",6,162,9,0.056
"5163",6,163,5,-0.198
"5164",6,164,8,0.086
"5165",6,165,9,-0.004
"5166",6,166,5,0.194
"5167",6,167,2,0.187
"5168",6,168,4,0.238
"5169",6,169,8,-0.033
"5170",6,170,4,0.018
"5171",6,171,7,-0.133
"5172",6,172,9,0.012
"5173",6,173,9,-0.046
"5174",6,174,5,-0.169
"5175",6,175,4,-0.034
"5176",6,176,9,-0.033
"5177",6,177,7,-0.013
"5178",6,178,8,0.107
"5179",6,179,6,0.053
"5180",6,180,9,0.056
"5181",6,181,4,0.026
"5182",6,182,3,0.069
"5183",6,183,9,0.101
"5184",6,184,6,0.229
"5185",6,185,9,0.062
"5186",6,186,3,0.055
"5187",6,187,8,0.023
"5188",6,188,8,-0.111
"5189",6,189,9,0.053
"5190",6,190,6,-0.067
"5191",6,191,7,0.135
"5192",6,192,5,-0.08
"5193",6,193,2,-0.068
"5194",6,194,9,0.116
"5195",6,195,4,0.12
"5196",6,196,6,0.18
"5197",6,197,2,0.209
"5198",6,198,9,0.054
"5199",6,199,4,0.073
"5200",6,200,8,0.089
"5201",6,201,3,-0.003
"5202",6,202,3,-0.046
"5203",6,203,6,0.033
"5204",6,204,3,0.009
"5205",6,205,3,-0.051
"5206",6,206,6,0.163
"5207",6,207,6,-0.166
"5208",6,208,2,0.016
"5209",6,209,3,-0.029
"5210",6,210,7,-0.032
"5211",6,211,10,0.049
"5212",6,212,2,-0.062
"5213",6,213,8,0.175
"5214",6,214,10,-0.102
"5215",6,215,8,0.157
"5216",6,216,4,0.107
"5217",6,217,7,0.221
"5218",6,218,10,0.138
"5219",6,219,10,0.149
"5220",6,220,4,0.221
"5221",6,221,3,-0.024
"5222",6,222,2,0.009
"5223",6,223,4,0.087
"5224",6,224,6,0.075
"5225",6,225,9,0.189
"5226",6,226,6,-0.038
"5227",6,227,3,-0.078
"5228",6,228,1,0.172
"5229",6,229,5,0.041
"5230",6,230,9,0.075
"5231",6,231,4,0.118
"5232",6,232,2,-0.025
"5233",6,233,4,0.073
"5234",6,234,7,-0.061
"5235",6,235,5,0.032
"5236",6,236,7,0.093
"5237",6,237,7,-0.022
"5238",6,238,6,0.012
"5239",6,239,5,0.179
"5240",6,240,5,-0.015
"5241",6,241,4,0.049
"5242",6,242,6,-0.003
"5243",6,243,9,-0.102
"5244",6,244,2,0.067
"5245",6,245,5,-0.135
"5246",6,246,3,0.042
"5247",6,247,5,0.063
"5248",6,248,2,-0.083
"5249",6,249,5,0.062
"5250",6,250,9,-0.041
"5251",6,251,8,0.117
"5252",6,252,9,0.066
"5253",6,253,5,0.133
"5254",6,254,6,-0.013
"5255",6,255,5,0.119
"5256",6,256,2,0.026
"5257",6,257,3,0.251
"5258",6,258,5,0.007
"5259",6,259,4,-0.068
"5260",6,260,9,0.172
"5261",6,261,6,0.004
"5262",6,262,4,0.074
"5263",6,263,4,0.055
"5264",6,264,8,0.027
"5265",6,265,7,-0.013
"5266",6,266,2,0.083
"5267",6,267,2,0.09
"5268",6,268,8,0.02
"5269",6,269,7,0.215
"5270",6,270,3,0.028
"5271",6,271,2,0.092
"5272",6,272,2,0.006
"5273",6,273,4,-0.026
"5274",6,274,3,0.048
"5275",6,275,4,-0.013
"5276",6,276,3,0.178
"5277",6,277,3,0.216
"5278",6,278,3,-0.157
"5279",6,279,5,-0.083
"5280",6,280,8,0.129
"5281",6,281,1,-0.018
"5282",6,282,6,0.167
"5283",6,283,9,0.134
"5284",6,284,4,0.011
"5285",6,285,1,-0.165
"5286",6,286,2,0.107
"5287",6,287,4,0.006
"5288",6,288,2,-0.038
"5289",6,289,2,0.067
"5290",6,290,3,0.098
"5291",6,291,3,-0.054
"5292",6,292,2,-0.07
"5293",6,293,10,-0.139
"5294",6,294,4,-0.042
"5295",6,295,6,-0.029
"5296",6,296,7,0.027
"5297",6,297,2,-0.101
"5298",6,298,2,0.031
"5299",6,299,1,0.141
"5300",6,300,9,0.163
"5301",6,301,7,0.017
"5302",6,302,2,-0.001
"5303",6,303,5,0.078
"5304",6,304,5,0.059
"5305",6,305,4,-0.014
"5306",6,306,10,-0.043
"5307",6,307,3,0.146
"5308",6,308,8,0.071
"5309",6,309,2,0.008
"5310",6,310,5,0.036
"5311",6,311,2,-0.27
"5312",6,312,3,-0.059
"5313",6,313,9,-0.046
"5314",6,314,7,0.194
"5315",6,315,3,0.004
"5316",6,316,5,-0.023
"5317",6,317,2,0.121
"5318",6,318,4,0.072
"5319",6,319,10,0.034
"5320",6,320,7,0.277
"5321",6,321,7,0.238
"5322",6,322,4,0.104
"5323",6,323,5,-0.013
"5324",6,324,10,0.049
"5325",6,325,9,-0.024
"5326",6,326,10,-0.182
"5327",6,327,8,0.014
"5328",6,328,8,-0.005
"5329",6,329,3,0.054
"5330",6,330,8,0.082
"5331",6,331,10,0.141
"5332",6,332,4,-0.057
"5333",6,333,5,0.03
"5334",6,334,8,0.071
"5335",6,335,2,-0.01
"5336",6,336,4,-0.082
"5337",6,337,5,-0.018
"5338",6,338,2,-0.014
"5339",6,339,6,0.012
"5340",6,340,10,-0.038
"5341",6,341,10,-0.036
"5342",6,342,3,0.042
"5343",6,343,6,0.012
"5344",6,344,4,-0.146
"5345",6,345,7,0.173
"5346",6,346,3,0.024
"5347",6,347,5,0.086
"5348",6,348,3,-0.027
"5349",6,349,4,-0.036
"5350",6,350,8,0.036
"5351",6,351,5,0.214
"5352",6,352,2,0.062
"5353",6,353,8,0.158
"5354",6,354,5,-0.066
"5355",6,355,10,-0.046
"5356",6,356,4,-0.042
"5357",6,357,9,0.213
"5358",6,358,2,-0.02
"5359",6,359,9,-0.047
"5360",6,360,5,0.008
"5361",6,361,2,0.028
"5362",6,362,4,0.092
"5363",6,363,9,0.158
"5364",6,364,3,-0.045
"5365",6,365,6,-0.029
"5366",6,366,9,0.134
"5367",6,367,2,0.077
"5368",6,368,7,-0.165
"5369",6,369,7,0.046
"5370",6,370,5,-0.044
"5371",6,371,5,0.11
"5372",6,372,6,-0.07
"5373",6,373,9,-0.001
"5374",6,374,3,0.002
"5375",6,375,3,0.057
"5376",6,376,5,0.149
"5377",6,377,4,0.026
"5378",6,378,9,-0.093
"5379",6,379,3,-0.175
"5380",6,380,5,-0.034
"5381",6,381,5,0.217
"5382",6,382,6,-0.088
"5383",6,383,7,-0.069
"5384",6,384,10,-0.006
"5385",6,385,3,-0.016
"5386",6,386,3,-0.102
"5387",6,387,8,-0.006
"5388",6,388,8,-0.051
"5389",6,389,2,-0.063
"5390",6,390,10,-0.122
"5391",6,391,2,-0.05
"5392",6,392,2,-0.032
"5393",6,393,9,0.009
"5394",6,394,6,-0.038
"5395",6,395,2,0.221
"5396",6,396,4,-0.041
"5397",6,397,7,0.078
"5398",6,398,4,-0.01
"5399",6,399,4,0.027
"5400",6,400,2,-0.231
"5401",6,401,7,0.029
"5402",6,402,3,0.12
"5403",6,403,10,-0.056
"5404",6,404,9,-0.293
"5405",6,405,9,0.015
"5406",6,406,8,-0.006
"5407",6,407,4,0.044
"5408",6,408,8,0.062
"5409",6,409,1,0.05
"5410",6,410,9,-0.188
"5411",6,411,10,-0.108
"5412",6,412,4,-0.041
"5413",6,413,8,0.204
"5414",6,414,8,0.106
"5415",6,415,7,0.029
"5416",6,416,5,0.156
"5417",6,417,5,0.057
"5418",6,418,4,0.175
"5419",6,419,7,0.012
"5420",6,420,8,0.088
"5421",6,421,5,0.151
"5422",6,422,6,0.127
"5423",6,423,7,0.046
"5424",6,424,2,-0.003
"5425",6,425,4,0.013
"5426",6,426,5,-0.03
"5427",6,427,2,-0.094
"5428",6,428,9,-0.073
"5429",6,429,9,0.009
"5430",6,430,9,-0.123
"5431",6,431,9,0.092
"5432",6,432,2,0.184
"5433",6,433,4,-0.071
"5434",6,434,6,0.101
"5435",6,435,2,0.099
"5436",6,436,8,-0.006
"5437",6,437,8,0.057
"5438",6,438,1,0.116
"5439",6,439,5,0.125
"5440",6,440,9,0.087
"5441",6,441,1,0.123
"5442",6,442,4,0.033
"5443",6,443,6,-0.008
"5444",6,444,6,0.073
"5445",6,445,3,0.107
"5446",6,446,5,0.04
"5447",6,447,4,-0.075
"5448",6,448,9,-0.007
"5449",6,449,2,0.116
"5450",6,450,2,0.137
"5451",6,451,10,-0.124
"5452",6,452,5,-0.017
"5453",6,453,4,0.026
"5454",6,454,3,0.084
"5455",6,455,1,-0.086
"5456",6,456,7,0.232
"5457",6,457,6,0.078
"5458",6,458,10,0.153
"5459",6,459,6,-0.005
"5460",6,460,2,-0.002
"5461",6,461,2,0.086
"5462",6,462,5,0.167
"5463",6,463,1,0.109
"5464",6,464,5,-0.018
"5465",6,465,3,0.054
"5466",6,466,9,0.083
"5467",6,467,7,0.019
"5468",6,468,2,0.144
"5469",6,469,5,0.173
"5470",6,470,7,0.009
"5471",6,471,5,0.166
"5472",6,472,10,-0.065
"5473",6,473,7,-0.04
"5474",6,474,5,0.199
"5475",6,475,2,-0.016
"5476",6,476,3,-0.027
"5477",6,477,9,0.136
"5478",6,478,5,0.202
"5479",6,479,5,0.125
"5480",6,480,7,-0.212
"5481",6,481,8,0.126
"5482",6,482,2,0.079
"5483",6,483,9,0.082
"5484",6,484,10,0.084
"5485",6,485,6,-0.129
"5486",6,486,6,0.027
"5487",6,487,3,0.12
"5488",6,488,1,-0.088
"5489",6,489,9,-0.141
"5490",6,490,2,0.005
"5491",6,491,1,0.02
"5492",6,492,9,-0.019
"5493",6,493,4,-0.015
"5494",6,494,2,0.007
"5495",6,495,5,0.065
"5496",6,496,5,-0.089
"5497",6,497,5,-0.003
"5498",6,498,6,0.08
"5499",6,499,9,0.013
"5500",6,500,1,0.056
"5501",6,501,6,-0.032
"5502",6,502,7,-0.081
"5503",6,503,7,-0.187
"5504",6,504,7,0.027
"5505",6,505,5,0.004
"5506",6,506,10,0.083
"5507",6,507,5,-0.026
"5508",6,508,9,0.191
"5509",6,509,8,0.086
"5510",6,510,6,0.049
"5511",6,511,9,-0.074
"5512",6,512,5,-0.006
"5513",6,513,1,-0.108
"5514",6,514,8,-0.024
"5515",6,515,7,0.057
"5516",6,516,3,0.162
"5517",6,517,7,0.013
"5518",6,518,6,0.175
