"","fk_decision_rule_id","fk_factor_id","week"
"1496",6,4,34
"1497",3,2,6
"1498",5,3,12
"1499",7,3,44
"1500",3,4,44
"1501",6,4,46
"1502",6,3,46
"1503",10,1,50
"1504",8,2,6
"1505",1,5,49
"1506",7,5,30
"1507",3,5,22
"1508",3,2,24
"1509",6,4,7
"1510",6,2,35
"1511",2,4,47
"1512",10,5,25
"1513",7,6,31
"1514",6,3,4
"1515",7,4,16
"1516",6,4,47
"1517",7,4,34
"1518",5,2,16
"1519",3,5,38
"1520",8,2,28
"1521",5,5,21
"1522",1,3,36
"1523",4,4,38
"1524",5,2,11
"1525",2,4,17
"1526",9,5,40
"1527",3,1,42
"1528",5,5,50
"1529",7,3,17
"1530",8,5,45
"1531",8,3,8
"1532",8,1,21
"1533",10,5,17
"1534",1,3,8
"1535",4,3,42
"1536",7,2,47
"1537",6,4,33
"1538",7,2,17
"1539",3,2,48
"1540",5,3,46
"1541",6,2,7
"1542",6,1,48
"1543",6,3,38
"1544",3,3,42
"1545",9,3,26
"1546",5,4,20
"1547",8,3,34
"1548",1,4,38
"1549",8,6,37
"1550",6,2,43
"1551",6,5,15
"1552",5,5,23
"1553",4,5,1
"1554",7,6,37
"1555",1,2,36
"1556",10,5,22
"1557",10,5,2
"1558",7,2,20
"1559",8,1,14
"1560",3,5,50
"1561",3,3,31
"1562",2,3,7
"1563",5,5,39
"1564",3,3,30
"1565",9,6,12
"1566",4,1,40
"1567",2,1,48
"1568",8,6,12
"1569",5,1,42
"1570",7,1,9
"1571",9,2,31
"1572",2,5,11
"1573",6,4,15
"1574",6,4,31
"1575",2,5,48
"1576",4,6,6
"1577",8,3,18
"1578",5,4,21
"1579",9,4,37
"1580",1,2,17
"1581",8,1,8
"1582",4,5,24
"1583",6,5,46
"1584",4,4,42
"1585",10,3,8
"1586",3,3,44
"1587",2,5,8
"1588",4,3,23
"1589",7,5,34
"1590",7,1,43
"1591",5,3,32
"1592",6,5,51
"1593",10,5,29
"1594",9,1,9
"1595",1,1,29
"1596",8,2,26
"1597",6,5,43
"1598",5,4,38
"1599",1,1,48
"1600",6,3,22
"1601",5,6,36
"1602",9,1,38
"1603",2,4,46
"1604",9,1,6
"1605",9,4,3
"1606",7,3,10
"1607",1,5,11
"1608",2,6,44
"1609",10,2,41
"1610",3,5,26
"1611",2,2,3
"1612",3,4,11
"1613",7,4,52
"1614",5,5,50
"1615",4,1,39
"1616",7,1,9
"1617",6,6,15
"1618",2,3,48
"1619",9,4,5
"1620",7,6,12
"1621",8,3,14
"1622",3,1,41
"1623",2,1,14
"1624",5,4,31
"1625",8,6,6
"1626",2,4,4
"1627",2,3,8
"1628",4,1,38
"1629",7,4,29
"1630",7,2,10
"1631",9,5,17
"1632",3,5,51
"1633",3,5,31
"1634",3,4,46
"1635",9,5,46
"1636",9,2,5
"1637",5,2,14
"1638",9,3,22
"1639",8,3,39
"1640",2,5,5
"1641",4,4,11
"1642",8,5,36
"1643",1,3,28
"1644",1,3,35
"1645",5,5,48
"1646",2,4,21
"1647",8,3,39
"1648",3,3,25
"1649",3,3,27
"1650",7,1,40
"1651",3,2,27
"1652",9,6,3
"1653",8,5,1
"1654",6,3,43
"1655",7,2,35
"1656",8,4,30
"1657",10,4,38
"1658",3,1,17
"1659",4,2,9
"1660",6,2,32
"1661",9,4,40
"1662",3,6,5
"1663",3,3,9
"1664",9,5,34
"1665",5,1,51
"1666",7,2,45
"1667",3,3,46
"1668",6,4,34
"1669",1,2,8
"1670",4,1,33
"1671",6,1,44
"1672",7,5,40
"1673",4,6,34
"1674",5,2,24
"1675",9,6,42
"1676",8,2,17
"1677",7,3,34
"1678",4,2,16
"1679",9,5,24
"1680",4,6,44
"1681",3,4,39
"1682",5,5,41
"1683",8,4,10
"1684",3,2,14
"1685",8,3,36
"1686",8,5,23
"1687",9,3,2
"1688",10,3,49
"1689",5,5,31
"1690",6,3,39
"1691",8,5,49
"1692",9,5,19
"1693",2,1,23
"1694",2,5,28
"1695",5,2,36
"1696",2,5,51
"1697",8,2,13
"1698",2,3,47
"1699",6,4,5
"1700",2,4,24
"1701",10,6,47
"1702",2,3,37
"1703",6,2,32
"1704",9,5,20
"1705",5,6,19
"1706",10,4,26
"1707",3,4,35
"1708",6,5,41
"1709",9,2,50
"1710",4,5,13
"1711",1,3,37
"1712",7,2,11
"1713",4,3,46
"1714",4,1,52
"1715",2,1,28
"1716",9,4,3
"1717",5,2,5
"1718",4,3,31
"1719",7,3,32
"1720",9,1,15
"1721",7,1,26
"1722",7,2,36
"1723",3,4,9
"1724",3,3,9
"1725",3,4,9
"1726",6,3,49
"1727",5,3,21
"1728",7,6,33
"1729",5,2,28
"1730",4,5,25
"1731",9,1,42
"1732",5,5,25
"1733",8,1,1
"1734",8,1,16
"1735",7,2,29
"1736",7,1,3
"1737",9,5,12
"1738",6,6,13
"1739",1,3,12
"1740",3,3,42
"1741",4,6,51
"1742",3,6,38
"1743",5,1,45
"1744",2,2,23
"1745",9,3,29
"1746",9,5,32
"1747",7,2,45
"1748",5,3,5
"1749",6,2,5
"1750",7,5,47
"1751",3,2,8
"1752",5,4,13
"1753",7,1,44
"1754",8,2,40
"1755",1,2,23
"1756",1,2,8
"1757",4,3,4
"1758",5,5,28
"1759",2,4,14
"1760",7,1,20
"1761",1,6,22
"1762",9,5,12
"1763",10,4,31
"1764",7,3,33
"1765",2,5,8
"1766",4,4,9
"1767",10,3,10
"1768",2,1,25
"1769",9,4,31
"1770",8,6,7
"1771",2,4,9
"1772",6,2,4
"1773",9,2,2
"1774",3,3,7
"1775",10,3,15
"1776",8,4,4
"1777",10,5,19
"1778",4,3,17
"1779",9,1,19
"1780",5,4,24
"1781",4,6,36
"1782",5,2,39
"1783",2,5,43
"1784",2,3,5
"1785",9,3,18
"1786",3,1,5
"1787",4,4,37
"1788",2,4,48
"1789",6,3,24
"1790",1,5,14
"1791",7,5,16
"1792",1,5,29
"1793",7,4,43
"1794",7,4,1
"1795",9,3,35
"1796",6,4,46
"1797",5,4,20
"1798",7,5,33
"1799",4,3,12
"1800",4,2,33
"1801",7,6,15
"1802",2,6,23
"1803",5,2,8
"1804",10,6,33
"1805",2,2,33
"1806",7,2,4
"1807",3,3,7
"1808",4,5,4
"1809",8,6,25
"1810",3,5,27
"1811",5,2,35
"1812",7,5,2
"1813",8,4,11
"1814",9,3,45
"1815",9,4,16
"1816",3,2,47
"1817",5,5,44
"1818",5,3,19
"1819",5,5,17
"1820",4,2,34
"1821",6,3,24
"1822",4,2,4
"1823",7,5,3
"1824",10,5,7
"1825",5,6,49
"1826",9,1,13
"1827",5,2,13
"1828",8,2,37
"1829",9,4,33
"1830",3,6,26
"1831",1,4,29
"1832",3,5,37
"1833",3,6,40
"1834",9,5,20
"1835",2,3,2
"1836",3,4,17
"1837",10,6,38
"1838",5,5,6
"1839",2,4,21
"1840",2,1,35
"1841",8,3,22
"1842",4,2,32
"1843",6,2,14
"1844",5,5,52
"1845",2,3,28
"1846",7,1,6
"1847",3,1,20
"1848",6,5,42
"1849",9,4,47
"1850",10,1,50
"1851",6,6,16
"1852",2,2,5
"1853",9,1,41
"1854",4,5,2
"1855",10,2,16
"1856",6,2,51
"1857",5,2,12
"1858",2,3,42
"1859",1,2,15
"1860",9,4,31
"1861",9,3,51
"1862",3,5,13
"1863",4,5,27
"1864",3,2,1
"1865",3,3,38
"1866",1,3,18
"1867",9,4,40
"1868",2,4,46
"1869",2,3,17
"1870",9,2,27
"1871",3,2,31
"1872",5,6,13
"1873",3,1,16
"1874",3,3,5
"1875",5,6,36
"1876",9,4,26
"1877",9,4,50
"1878",8,5,18
"1879",2,3,21
"1880",5,6,25
"1881",4,1,11
"1882",8,6,42
"1883",9,6,23
"1884",8,3,18
"1885",6,4,17
"1886",3,2,3
"1887",4,6,8
"1888",9,4,45
"1889",5,6,25
"1890",6,3,49
"1891",7,5,25
"1892",5,3,19
"1893",2,2,35
"1894",5,5,2
"1895",4,5,9
"1896",8,3,17
"1897",8,6,15
"1898",2,2,32
"1899",2,4,29
"1900",10,6,24
"1901",6,1,4
"1902",8,4,29
"1903",3,5,12
"1904",8,2,46
"1905",3,5,8
"1906",9,6,29
"1907",1,1,13
"1908",8,5,42
"1909",6,2,16
"1910",5,4,9
"1911",9,5,33
"1912",9,5,12
"1913",9,6,42
"1914",3,1,14
"1915",5,4,11
"1916",4,4,52
"1917",4,2,23
"1918",1,5,14
"1919",3,2,2
"1920",2,3,1
"1921",4,4,31
"1922",8,5,30
"1923",1,5,51
"1924",8,4,32
"1925",4,2,48
"1926",4,2,46
"1927",10,4,8
"1928",6,2,22
"1929",7,3,45
"1930",5,3,9
"1931",7,3,22
"1932",3,2,32
"1933",5,3,49
"1934",9,6,6
"1935",3,6,27
"1936",5,6,43
"1937",2,3,20
"1938",4,1,15
"1939",1,5,44
"1940",2,3,7
"1941",3,5,42
"1942",9,4,27
"1943",4,4,35
"1944",2,4,2
"1945",8,3,44
"1946",9,6,44
"1947",5,1,12
"1948",2,3,38
"1949",10,5,13
"1950",7,1,30
"1951",9,5,19
"1952",5,5,24
"1953",4,3,19
"1954",4,1,39
"1955",6,6,35
"1956",7,4,29
"1957",3,2,14
"1958",3,2,13
"1959",10,2,30
"1960",9,3,20
"1961",2,2,18
"1962",3,2,38
"1963",3,1,34
"1964",4,6,35
"1965",9,5,3
"1966",9,3,44
"1967",5,5,5
"1968",8,3,9
"1969",6,2,13
"1970",5,1,15
"1971",3,4,9
"1972",2,3,27
"1973",9,3,23
"1974",2,1,20
"1975",6,6,35
"1976",1,6,32
"1977",3,6,45
"1978",9,6,28
"1979",3,5,18
"1980",10,2,18
"1981",3,5,16
"1982",5,3,36
"1983",8,5,12
"1984",6,3,20
"1985",2,5,37
"1986",7,4,12
"1987",8,2,16
"1988",9,2,27
"1989",4,5,50
"1990",5,3,7
"1991",2,6,28
"1992",5,4,29
"1993",1,2,31
"1994",9,2,27
"1995",2,4,39
"1996",8,2,36
"1997",4,3,22
"1998",9,3,37
"1999",6,1,8
"2000",9,6,29
"2001",8,2,14
"2002",3,6,46
"2003",5,3,11
"2004",7,4,30
"2005",2,1,33
"2006",4,6,14
"2007",5,3,17
"2008",2,5,6
"2009",2,4,49
"2010",3,3,2
"2011",7,4,27
"2012",3,5,49
"2013",1,4,43
"2014",6,6,25
"2015",4,4,35
"2016",9,3,44
"2017",9,2,20
"2018",7,6,44
"2019",6,6,14
"2020",3,2,1
"2021",6,4,3
"2022",6,6,34
"2023",3,2,8
"2024",7,2,14
"2025",3,2,43
"2026",4,4,39
"2027",3,2,47
"2028",5,4,10
"2029",4,3,28
"2030",1,5,3
"2031",5,5,31
"2032",10,2,15
"2033",3,2,38
"2034",5,3,36
"2035",2,1,12
"2036",6,5,19
"2037",9,5,4
"2038",8,3,21
"2039",7,3,26
"2040",2,4,41
"2041",4,4,15
"2042",9,2,1
"2043",3,5,45
"2044",6,5,38
"2045",4,3,9
"2046",9,5,18
"2047",6,5,43
"2048",8,3,26
"2049",7,4,40
"2050",10,5,20
"2051",5,4,51
"2052",1,5,20
"2053",4,2,45
"2054",1,5,18
"2055",5,1,30
"2056",3,2,27
"2057",7,4,49
"2058",2,6,38
"2059",1,3,27
"2060",4,1,4
"2061",1,4,31
"2062",7,6,20
"2063",4,3,35
"2064",4,4,21
"2065",2,4,50
"2066",5,4,10
"2067",1,2,24
"2068",2,4,9
"2069",6,2,3
"2070",2,3,25
"2071",7,4,9
"2072",6,2,15
"2073",4,2,45
"2074",3,4,30
"2075",5,2,52
"2076",1,6,20
"2077",9,2,39
"2078",2,5,49
"2079",5,2,39
"2080",9,1,33
"2081",3,1,22
"2082",9,2,25
"2083",4,1,40
"2084",4,3,12
"2085",2,4,11
"2086",6,5,29
"2087",6,6,7
"2088",10,2,9
"2089",5,6,6
"2090",5,5,30
"2091",7,3,20
"2092",3,2,29
"2093",8,1,13
"2094",9,1,12
"2095",9,2,9
"2096",1,5,17
"2097",3,5,11
"2098",5,2,36
"2099",6,3,36
"2100",4,4,5
"2101",6,4,40
"2102",6,4,16
"2103",2,3,7
"2104",5,2,21
"2105",9,2,13
"2106",5,4,30
"2107",9,4,38
"2108",1,3,33
"2109",9,3,36
"2110",5,4,24
"2111",2,5,25
"2112",4,4,24
"2113",6,3,49
"2114",8,5,11
"2115",5,3,29
"2116",2,3,17
"2117",6,2,18
"2118",3,2,4
"2119",10,6,22
"2120",4,5,48
"2121",6,3,36
"2122",5,1,48
"2123",8,5,27
"2124",4,5,7
"2125",10,3,24
"2126",5,2,47
"2127",5,3,51
"2128",2,5,3
"2129",6,3,17
"2130",7,2,45
"2131",5,4,21
"2132",4,2,29
"2133",8,5,12
"2134",8,3,48
"2135",3,4,24
"2136",1,4,19
"2137",7,3,50
"2138",5,5,11
"2139",6,5,42
"2140",6,2,43
"2141",6,6,35
"2142",9,4,38
"2143",3,3,24
"2144",1,2,4
"2145",3,2,22
"2146",2,2,23
"2147",5,3,14
"2148",3,1,31
"2149",10,5,26
"2150",5,4,16
"2151",4,5,11
"2152",9,3,49
"2153",2,3,2
"2154",2,4,17
"2155",7,4,5
"2156",5,5,36
"2157",10,3,34
"2158",9,2,9
"2159",5,4,45
"2160",8,1,30
"2161",2,4,37
"2162",3,3,41
"2163",3,4,25
"2164",3,5,39
"2165",1,5,27
"2166",1,3,14
"2167",9,6,45
"2168",8,5,34
"2169",5,2,48
"2170",5,5,21
"2171",6,3,24
"2172",7,2,13
"2173",5,6,31
"2174",2,2,18
"2175",2,1,16
"2176",9,1,4
"2177",4,3,12
"2178",4,6,34
"2179",5,2,39
"2180",8,4,23
"2181",3,2,2
"2182",4,4,30
"2183",3,2,25
"2184",3,3,8
"2185",4,2,5
"2186",7,3,47
"2187",5,1,47
"2188",5,2,41
"2189",2,2,45
"2190",9,4,9
"2191",7,3,19
"2192",7,6,5
"2193",9,5,36
"2194",7,4,25
"2195",3,4,39
"2196",4,6,6
"2197",2,3,29
"2198",5,4,37
"2199",4,4,43
"2200",4,6,45
"2201",2,4,33
"2202",4,6,1
"2203",3,4,24
"2204",3,5,27
"2205",2,4,17
"2206",7,1,3
"2207",5,5,5
"2208",1,4,30
"2209",5,5,23
"2210",1,1,8
"2211",6,1,12
"2212",6,4,21
"2213",3,3,44
"2214",8,5,46
"2215",2,4,2
"2216",8,5,45
"2217",1,5,44
"2218",7,4,46
"2219",5,3,5
"2220",4,6,19
"2221",5,5,12
"2222",3,1,43
"2223",5,5,12
"2224",2,3,12
"2225",2,2,32
"2226",9,5,4
"2227",5,3,28
"2228",3,4,16
"2229",9,3,14
"2230",8,3,49
"2231",9,4,6
"2232",2,4,28
"2233",4,2,5
"2234",7,4,30
"2235",9,2,32
"2236",5,1,30
"2237",2,5,40
"2238",6,2,43
"2239",6,4,36
"2240",8,4,11
"2241",7,2,27
"2242",4,3,25
"2243",5,4,4
"2244",4,3,2
"2245",7,4,16
"2246",2,3,34
"2247",9,2,1
"2248",3,4,18
"2249",7,5,9
"2250",2,1,41
"2251",6,1,5
"2252",6,4,16
"2253",7,5,49
"2254",8,4,36
"2255",9,5,23
"2256",10,3,48
"2257",5,5,11
"2258",4,3,8
"2259",5,5,10
"2260",3,2,15
"2261",3,1,30
"2262",5,6,30
"2263",1,3,20
"2264",3,6,37
"2265",8,3,33
"2266",7,4,16
"2267",2,4,4
"2268",4,3,48
"2269",6,2,15
"2270",3,2,48
"2271",10,4,49
"2272",3,4,12
"2273",7,4,27
"2274",9,3,36
"2275",2,3,27
"2276",5,2,3
"2277",4,2,20
"2278",5,5,14
"2279",1,2,51
"2280",7,4,37
"2281",9,1,22
"2282",9,1,11
"2283",5,1,33
"2284",9,2,27
"2285",7,3,5
"2286",10,2,31
"2287",1,4,44
"2288",6,5,11
"2289",5,3,43
"2290",5,2,40
"2291",3,3,28
"2292",9,4,51
"2293",7,4,9
"2294",9,4,31
"2295",4,6,38
"2296",2,2,39
"2297",7,5,23
"2298",6,5,48
"2299",8,4,52
"2300",3,1,7
"2301",4,3,36
"2302",6,1,49
"2303",7,5,26
"2304",7,3,24
"2305",5,1,18
"2306",2,2,18
"2307",10,2,41
"2308",5,3,42
"2309",5,3,42
"2310",1,2,13
"2311",5,5,43
"2312",5,2,43
"2313",6,2,43
"2314",4,2,24
"2315",5,4,3
"2316",3,3,2
"2317",9,1,19
"2318",2,1,38
"2319",6,1,37
"2320",1,6,3
"2321",2,2,6
"2322",5,3,45
"2323",4,2,31
"2324",6,3,39
"2325",7,2,23
"2326",7,5,26
"2327",10,3,44
"2328",7,4,45
"2329",3,2,30
"2330",7,5,46
"2331",5,6,22
"2332",6,4,19
"2333",5,3,6
"2334",4,4,29
"2335",10,3,18
"2336",6,4,40
"2337",6,5,29
"2338",2,5,43
"2339",1,5,20
"2340",6,2,21
"2341",2,3,33
"2342",6,2,46
"2343",3,2,50
"2344",7,3,18
"2345",7,3,23
"2346",8,5,7
"2347",8,6,9
"2348",4,3,18
"2349",10,1,39
"2350",3,5,44
"2351",3,5,14
"2352",6,5,9
"2353",5,4,42
"2354",2,3,6
"2355",8,6,30
"2356",6,4,3
"2357",10,6,19
"2358",4,2,38
"2359",2,1,51
"2360",7,1,25
"2361",4,1,20
"2362",8,6,35
"2363",1,4,36
"2364",7,2,3
"2365",6,2,19
"2366",9,2,5
"2367",10,3,29
"2368",8,6,43
"2369",8,2,15
"2370",1,5,30
"2371",7,6,37
"2372",8,2,9
"2373",2,3,10
"2374",2,4,4
"2375",10,5,49
"2376",8,2,34
"2377",4,3,23
"2378",5,1,31
"2379",3,2,17
"2380",6,4,16
"2381",6,3,19
"2382",7,3,45
"2383",4,4,18
"2384",3,4,13
"2385",1,5,24
"2386",5,5,47
"2387",8,4,17
"2388",3,4,33
"2389",8,5,12
"2390",7,5,31
"2391",3,4,52
"2392",9,6,1
"2393",9,2,10
"2394",10,5,3
"2395",7,3,50
"2396",4,2,18
"2397",2,2,22
"2398",10,5,49
"2399",10,2,17
"2400",8,6,23
"2401",2,2,50
"2402",5,4,6
"2403",3,4,28
"2404",1,2,17
"2405",2,3,21
"2406",1,5,24
"2407",1,2,6
"2408",3,5,27
"2409",7,5,3
"2410",6,6,4
"2411",8,1,5
"2412",9,2,36
"2413",10,4,39
"2414",2,4,31
"2415",5,2,36
"2416",7,6,28
"2417",8,6,35
"2418",2,4,35
"2419",2,5,5
"2420",4,2,44
"2421",4,5,26
"2422",6,5,38
"2423",1,3,51
"2424",8,3,25
"2425",3,6,5
"2426",8,2,22
"2427",4,3,18
"2428",10,1,22
"2429",5,5,19
"2430",9,6,44
"2431",3,2,5
"2432",1,1,20
"2433",3,3,44
"2434",2,3,21
"2435",4,1,8
"2436",9,2,28
"2437",7,1,4
"2438",8,2,39
"2439",7,4,24
"2440",3,4,33
"2441",8,5,32
"2442",2,2,16
"2443",6,4,44
"2444",5,4,46
"2445",8,1,22
"2446",2,4,30
"2447",5,3,14
"2448",9,6,12
"2449",5,4,31
"2450",2,6,33
"2451",7,5,24
"2452",3,1,26
"2453",8,5,5
"2454",9,4,21
"2455",2,3,28
"2456",5,5,40
"2457",3,2,34
"2458",1,4,33
"2459",3,4,15
"2460",7,1,27
"2461",9,5,18
"2462",7,2,30
"2463",4,2,24
"2464",7,4,2
"2465",6,4,8
"2466",7,5,13
"2467",4,2,46
"2468",1,3,32
"2469",3,4,26
"2470",7,3,6
"2471",6,5,3
"2472",2,4,25
"2473",2,5,45
"2474",8,6,8
"2475",6,5,29
"2476",8,5,37
"2477",6,2,11
"2478",1,5,22
"2479",2,6,38
"2480",9,6,26
"2481",4,4,21
"2482",9,2,19
"2483",9,1,20
"2484",1,2,14
"2485",3,2,30
"2486",6,2,46
"2487",3,3,49
"2488",7,2,35
"2489",6,6,33
"2490",9,1,18
"2491",7,1,25
"2492",3,1,12
"2493",3,4,7
"2494",4,3,29
"2495",7,4,16
"2496",2,1,32
"2497",4,4,43
"2498",9,4,8
"2499",9,5,18
"2500",10,4,31
"2501",5,3,51
"2502",1,4,51
"2503",7,4,43
"2504",4,2,31
"2505",2,5,43
"2506",6,1,5
"2507",5,1,6
"2508",3,4,14
"2509",5,5,7
"2510",6,4,40
"2511",9,6,10
"2512",6,3,30
"2513",6,1,8
"2514",4,1,50
"2515",3,3,33
"2516",5,3,45
"2517",8,4,45
"2518",7,4,30
"2519",9,3,41
"2520",9,3,13
"2521",2,4,48
"2522",7,5,46
"2523",2,6,8
"2524",6,4,28
"2525",2,4,6
"2526",3,1,5
"2527",9,6,28
"2528",10,6,30
"2529",5,2,23
"2530",3,6,3
"2531",2,5,8
"2532",6,2,34
"2533",10,2,3
"2534",2,3,35
"2535",6,1,31
"2536",7,2,3
"2537",6,6,45
"2538",8,3,49
"2539",2,2,36
"2540",6,4,44
"2541",5,3,14
"2542",3,5,42
"2543",4,4,44
"2544",10,1,44
"2545",6,2,51
"2546",5,5,45
"2547",7,4,50
"2548",10,4,10
"2549",7,2,35
"2550",9,4,24
"2551",3,5,34
"2552",8,1,27
"2553",3,3,40
"2554",10,5,42
"2555",6,4,8
"2556",9,2,22
"2557",9,4,13
"2558",10,6,46
"2559",7,2,13
"2560",2,4,33
"2561",2,5,26
"2562",5,6,16
"2563",4,1,44
"2564",7,1,48
"2565",5,2,3
"2566",7,3,17
"2567",2,2,37
"2568",8,5,28
"2569",9,2,4
"2570",6,5,7
"2571",10,5,24
"2572",2,4,29
"2573",6,1,21
"2574",5,2,32
"2575",4,3,2
"2576",5,4,46
"2577",5,4,34
"2578",1,2,10
"2579",4,2,4
"2580",3,5,38
"2581",8,5,13
"2582",8,3,50
"2583",6,1,45
"2584",5,2,29
"2585",4,3,8
"2586",10,3,18
"2587",10,2,50
"2588",10,5,28
"2589",8,1,5
"2590",3,5,9
"2591",3,4,42
"2592",9,2,43
"2593",5,5,44
"2594",5,3,46
"2595",8,1,40
"2596",5,5,41
"2597",3,4,39
"2598",5,3,4
"2599",7,5,12
"2600",4,4,9
"2601",2,2,39
"2602",3,4,38
"2603",3,3,9
"2604",3,4,40
"2605",3,2,41
"2606",5,5,19
"2607",3,2,17
"2608",4,5,7
"2609",5,4,12
"2610",6,5,20
"2611",3,2,27
"2612",8,2,46
"2613",7,6,19
"2614",9,1,15
"2615",7,5,22
"2616",3,5,15
"2617",6,5,25
"2618",7,4,44
"2619",6,5,31
"2620",6,4,19
"2621",3,4,40
"2622",3,2,45
"2623",5,4,13
"2624",4,1,28
"2625",2,4,35
"2626",5,2,46
"2627",7,5,23
"2628",1,3,2
"2629",4,6,7
"2630",8,5,38
"2631",4,3,31
"2632",9,2,4
"2633",6,2,6
"2634",9,4,36
"2635",2,5,40
"2636",9,5,17
"2637",2,3,48
"2638",3,5,46
"2639",9,3,23
"2640",2,6,8
"2641",7,5,16
"2642",2,3,13
"2643",4,2,42
"2644",2,6,35
"2645",1,6,40
"2646",8,6,11
"2647",9,5,2
"2648",9,3,39
"2649",3,3,10
"2650",4,3,8
"2651",8,3,30
"2652",1,1,24
"2653",8,5,40
"2654",2,1,34
"2655",6,2,16
"2656",6,1,50
"2657",2,5,52
"2658",6,4,12
"2659",8,3,8
"2660",4,1,50
"2661",4,2,15
"2662",1,4,9
"2663",2,3,17
"2664",7,3,32
"2665",3,3,18
"2666",3,5,11
"2667",3,4,9
"2668",10,5,50
"2669",7,3,41
"2670",9,4,21
"2671",8,6,50
"2672",2,6,20
"2673",6,5,26
"2674",3,4,12
"2675",9,2,50
"2676",2,2,51
"2677",3,5,19
"2678",9,3,16
"2679",7,2,6
"2680",2,3,13
"2681",2,6,33
"2682",4,3,5
"2683",5,5,49
"2684",5,1,8
"2685",7,4,21
"2686",5,5,31
"2687",8,3,26
"2688",6,6,9
"2689",5,3,28
"2690",4,2,2
"2691",3,3,6
"2692",9,5,19
"2693",1,3,33
"2694",9,4,21
"2695",9,6,32
"2696",3,4,42
"2697",5,3,22
"2698",6,3,51
"2699",8,3,1
"2700",10,2,49
"2701",8,3,16
"2702",3,4,39
"2703",2,1,33
"2704",7,3,44
"2705",5,5,42
"2706",7,6,24
"2707",10,4,44
"2708",9,5,13
"2709",6,1,49
"2710",2,3,33
"2711",2,3,44
"2712",9,4,34
"2713",5,5,49
"2714",5,1,9
"2715",9,4,44
"2716",5,3,12
"2717",8,2,44
"2718",10,3,5
"2719",5,5,49
"2720",3,1,5
"2721",6,2,18
"2722",6,2,23
"2723",2,3,46
"2724",1,3,13
"2725",3,2,27
"2726",1,6,41
"2727",8,2,8
"2728",6,4,2
"2729",4,4,42
"2730",3,5,14
"2731",5,2,34
"2732",9,2,28
"2733",7,2,11
"2734",7,3,22
"2735",4,4,19
"2736",1,3,32
"2737",4,1,34
"2738",2,5,36
"2739",3,5,32
"2740",5,2,34
"2741",10,5,13
"2742",4,4,36
"2743",1,6,48
"2744",5,6,24
"2745",9,2,16
"2746",1,1,3
"2747",6,1,21
"2748",8,1,11
"2749",4,2,1
"2750",4,4,35
"2751",9,5,20
"2752",1,1,41
"2753",7,3,13
"2754",10,3,39
"2755",6,3,12
"2756",3,5,26
"2757",8,1,51
"2758",7,2,37
"2759",3,1,40
"2760",7,4,30
"2761",7,1,21
"2762",8,6,36
"2763",8,5,34
"2764",3,5,40
"2765",6,4,51
"2766",5,5,19
"2767",3,4,40
"2768",8,1,8
"2769",6,4,22
"2770",9,2,46
"2771",4,4,6
"2772",4,6,31
"2773",8,1,16
"2774",5,5,41
"2775",3,1,13
"2776",2,5,12
"2777",6,4,3
"2778",2,3,24
"2779",7,5,32
"2780",4,3,30
"2781",4,2,25
"2782",7,1,25
"2783",4,3,26
"2784",9,1,38
"2785",4,2,51
"2786",8,4,31
"2787",6,4,20
"2788",5,6,25
"2789",9,4,33
"2790",4,5,26
"2791",4,3,43
"2792",4,3,5
"2793",2,3,9
"2794",3,5,11
"2795",9,6,27
"2796",2,5,9
"2797",7,4,2
"2798",6,4,51
"2799",2,4,47
"2800",4,3,37
"2801",6,3,30
"2802",5,5,7
"2803",2,1,11
"2804",2,6,8
"2805",9,5,10
"2806",4,5,33
"2807",5,3,48
"2808",3,4,13
"2809",3,5,42
"2810",1,6,2
"2811",3,1,35
"2812",2,4,16
"2813",4,1,2
"2814",2,5,22
"2815",8,2,48
"2816",7,4,15
"2817",8,3,13
"2818",8,2,14
"2819",8,5,2
"2820",5,2,33
"2821",3,5,42
"2822",1,3,42
"2823",7,5,43
"2824",8,3,7
"2825",2,2,8
"2826",10,5,32
"2827",9,5,44
"2828",4,4,24
"2829",3,5,41
"2830",4,5,48
"2831",2,4,30
"2832",1,4,46
"2833",2,3,43
"2834",6,4,11
"2835",6,2,4
"2836",2,4,35
"2837",10,5,2
"2838",3,6,10
"2839",1,6,51
"2840",1,2,51
"2841",2,6,22
"2842",7,3,12
"2843",10,2,4
"2844",7,2,5
"2845",3,3,12
"2846",2,3,7
"2847",1,3,33
"2848",5,3,15
"2849",9,5,26
"2850",4,5,8
"2851",7,4,43
"2852",8,5,13
"2853",3,2,15
"2854",5,5,16
"2855",4,4,42
"2856",8,1,20
"2857",4,5,24
"2858",9,4,15
"2859",10,6,35
"2860",6,5,14
"2861",3,4,10
"2862",9,1,3
"2863",8,5,27
"2864",7,1,7
"2865",3,4,27
"2866",9,5,12
"2867",3,5,13
"2868",3,4,11
"2869",2,2,28
"2870",3,2,5
"2871",2,4,43
"2872",2,4,8
"2873",5,4,23
"2874",9,3,44
"2875",10,5,25
"2876",7,3,48
"2877",7,2,8
"2878",8,6,45
"2879",8,5,37
"2880",4,1,26
"2881",4,4,33
"2882",5,6,41
"2883",3,3,26
"2884",5,4,51
"2885",1,2,33
"2886",9,2,16
"2887",5,2,24
"2888",3,5,41
"2889",2,2,6
"2890",3,5,16
"2891",2,5,50
"2892",7,1,9
